Gene_ID,Name,s_dmso,s_drb_1,s_flavopiridol_2,s_triptolide_3
AALF012046,,7.36,0.27,1.01,1.2
AALF012047,,0,0,0,0
AALF012048,,0,0,0,0
AALF012049,,108.64,70.25,76.44,81.47
AALF012050,,40.2,33.87,27.79,28.32
AALF012051,,0,0,0,0
AALF012053,,0,0,0,0
AALF012054,,395.89,360.51,371.8,312.52
AALF012055,,0,0,0.57,0
AALF012056,,0,0,0,0
AALF012057,,0.61,1.12,0,8.36
AALF012058,,16.11,16.65,8.81,13.59
AALF012059,,253.92,133.04,154.83,122.83
AALF012060,,40.76,9.01,11.7,10.56
AALF012061,,0.91,1.18,1.36,1.91
AALF012062,,17.07,13.08,9.06,9.4
AALF012063,,0.81,0,0,0
AALF012064,,0,8.32,15.14,6.56
AALF012065,,0,0,0,0
AALF012066,,0,0,0,0
AALF012067,,0,0,0,0
AALF012068,,0,0,0,0
AALF012069,,0,0,0,0
AALF012070,,0,0,0,0
AALF012071,,0,0,0,0
AALF012072,,0.85,3.11,0,0.89
AALF012073,,3.68,1.39,1.71,0.91
AALF012074,,3.29,0,0,0.87
AALF012075,,2.89,2.49,0.95,2.92
AALF012077,,0,0,0,0
AALF012078,,0.36,1.97,2.81,0
AALF012081,,0.84,0,0,0
AALF012082,,0.27,0,0.7,0
AALF012083,,10.38,2.67,3.06,0.54
AALF012084,,24.75,5.39,9.15,0
AALF012085,,130.17,65.61,82.8,52.74
AALF012087,,0,0,0,0
AALF012088,,18.13,4.27,4.34,0.73
AALF012089,,8.79,6.26,1.98,2.56
AALF012090,,4.53,0.4,0.57,0
AALF012097,,10.05,5.78,6.06,6.18
AALF012098,,2.13,0.49,0,0
AALF012099,,2.7,2.48,2.66,0.71
AALF012101,,0.22,0,0,0
AALF012102,,3.71,2.99,2.44,1.47
AALF012103,,8.81,6.48,0,0
AALF012104,,0,0,0,0
AALF012105,,1.22,0,0,0
AALF012107,,187.66,169.28,144.19,167.85
AALF012108,,12.74,1.67,0,3.84
AALF012109,,1.93,4.8,13.29,4.01
AALF012110,,0.46,0,0,0
AALF012112,,0,0,0,0
AALF012113,,0,0,0,0
AALF012115,,1.39,0,0,0
AALF012116,,0,0,0,1.56
AALF012117,,43.49,40.93,43.77,39.83
AALF012118,,0,0.35,0,0.4
AALF012122,,0,0,0,0
AALF012123,,0,0,0,0
AALF012124,,0,0,0,0
AALF012125,,3.2,2.29,0.94,1.87
AALF012126,,0,0,1,0
AALF012127,,0,0,0,0
AALF012128,,0,0,0,0
AALF012129,,0.66,0.61,0.87,0
AALF012130,,0.54,0.99,0.71,1.14
AALF012131,,0,0,0,0
AALF012139,,43.82,15.58,19.02,13.12
AALF012140,,1.11,0,0.29,0
AALF012141,,19.72,6.56,3.32,2.21
AALF012142,,10.31,1.74,3.6,2.44
AALF012143,,0,0,0,0
AALF012144,,14.25,25.06,25.58,31.02
AALF012145,,0,0,0,0
AALF012146,,0,0,0,0
AALF012147,,116.8,11,30.24,7.51
AALF012148,,0.58,2.13,0,0
AALF012149,,0,0,0,0
AALF012150,,10.79,9.65,11.93,14.06
AALF012151,,14.6,23.17,21.88,27.59
AALF012152,,0,0,0,0
AALF012153,,3.04,0.28,0.4,1.28
AALF012155,,13.36,2.72,0.97,1.56
AALF012156,,29.77,4.28,0,3.59
AALF012157,,0,0,0,0
AALF012160,,5.32,1.09,0.78,0
AALF012161,,5.17,0.48,0.37,0.25
AALF012162,,4.38,3.82,2.33,4.1
AALF012163,,10.71,1.48,7.41,1.13
AALF012164,,99.9,33.29,32.13,21.5
AALF012165,,104.14,30.85,13.4,17.66
AALF012166,,27.45,18.95,30.12,20.49
AALF012167,,0,0.59,3.96,0
AALF012169,,29.34,14.21,26.44,61.85
AALF012170,,0,1.01,1.44,8.07
AALF012171,,4.21,0,0.83,0
AALF012172,,1.62,2.98,0,1.7
AALF012174,,1.51,0,0,0.8
AALF012175,,2.2,0,0.58,1.86
AALF012176,,7.07,1.3,0,1.49
AALF012177,,6.05,5.08,2.5,3.46
AALF012178,,6.53,0,0,1.56
AALF012179,,3.49,0,0,3.56
AALF012180,,5.53,0,3.96,2.89
AALF012181,,5.21,3.77,0.48,3.53
AALF012182,,1.04,2.09,0,0
AALF012183,,4.8,2.67,2.55,4.1
AALF012184,,10.9,2.87,0,3.28
AALF012193,,0,0,0,0
AALF012195,,0,0,0,0
AALF012196,,0,0,0,0
AALF012197,,0,0,0,0
AALF012198,,0,0,0,0
AALF012199,,3.21,3.1,8.3,0.58
AALF012200,,0,0,0,0
AALF012201,,0,0,0.49,0.39
AALF012202,,0,0,0,0
AALF012206,,0,0,0,0
AALF012207,,0,0,0,0
AALF012208,,0,0,0,0
AALF012209,,1316.9,1487.49,1327.16,1400.34
AALF012210,,75.6,49.26,59.59,52.34
AALF012211,,0,0,0,0
AALF012212,,0,0,0,0
AALF012213,,2.02,1.2,2.4,1.51
AALF012214,,7.55,9.76,3.13,4.48
AALF012215,,2.39,4.39,5.5,1.89
AALF012216,,0.51,0,0,0
AALF012217,,0,0,0,0
AALF012218,,3.75,0,3.29,1.98
AALF012219,,40.03,17.52,9.79,13.07
AALF012232,,0,0,0,0
AALF012233,,0,0,0,0
AALF012237,,40.22,32.85,30.59,34.63
AALF012238,,0,0,0,0
AALF012239,,0,0,0,0
AALF012241,,0,0,0,0
AALF012242,,7.36,9.33,3.11,0.59
AALF012245,,7.83,6.31,7.74,2.06
AALF012247,,0,0,0,0
AALF012248,,4.65,17.6,11.3,6.25
AALF012249,,109.44,119.28,102.22,95.57
AALF012250,,0,0,0,0
AALF012251,,0,0,0,0
AALF012252,,0,0,0,0
AALF012253,,0,0,0,0
AALF012254,,0,0,0,0
AALF012255,,0,0,0,0
AALF012256,,0,0,0,0
AALF012257,,58.74,56.44,46.33,61.91
AALF012262,,98.34,39.3,23.01,32.05
AALF012263,,52.2,12.93,25.59,17.02
AALF012264,,36.33,13.81,20.11,17.76
AALF012267,,0,0,0,0
AALF012268,,12.52,2.6,3.72,9.36
AALF012270,,40.77,17.13,24.51,2.8
AALF012271,,27.65,12.86,14.88,8.15
AALF012272,,234.33,213.61,198.89,186.62
AALF012273,,22.7,10.94,16.86,1.45
AALF012274,,0,0,0,0
AALF012275,,0,0,0,0
AALF012276,,1.7,0,0,0
AALF012277,,34.76,23.29,28.34,16.45
AALF012278,,35.01,43.32,41.5,3.28
AALF012279,,67.88,56.01,77.07,40.71
AALF012280,,154.79,79.53,86.92,104.6
AALF012281,,78.36,34.43,44.38,32.8
AALF012282,,2.24,0.97,0,0
AALF012283,,7.18,1.15,1.23,0.99
AALF012284,,22.1,12.94,10.58,8.86
AALF012286,,94.77,47.48,32.39,36.04
AALF012287,,23.85,0,6.64,3.19
AALF012289,,0,0,0,0
AALF012290,,0,0,0,0
AALF012291,,0,0,0,0
AALF012298,,1.33,2.56,3.84,5.17
AALF012299,,0,0.34,0.49,0
AALF012300,,0,0,0,0
AALF012302,,7.16,4.92,4.32,3.15
AALF012305,,9.62,10.53,3.56,0.95
AALF012306,,124.2,123.7,85.15,114.77
AALF012307,,0,0.32,0.46,0
AALF012308,,33.82,8.7,8.09,2.18
AALF012309,,22.29,4.47,9.47,0
AALF012310,,1.67,0.51,1.47,0.59
AALF012311,,33.89,17.82,19.43,3.16
AALF012312,,23.91,6.57,13.63,5.64
AALF012314,,8.75,6.04,0,2.31
AALF012315,,4.74,1.81,2.53,0.25
AALF012316,,2.73,0.74,1.89,1.08
AALF012317,,7.38,3.26,4.24,1.54
AALF012318,,0.76,0.69,0.99,0
AALF012319,,0.35,0.22,0.08,0.03
AALF012320,,4.27,2.44,0.53,1.17
AALF012321,,1.29,0.3,0.42,0.68
AALF012322,,3.2,0,0,0.79
AALF012323,,128.24,69.76,82.18,93.21
AALF012324,,201.25,102.16,78.77,117.23
AALF012329,,42.52,32.14,40,40.82
AALF012330,,0,1.08,1.54,0.62
AALF012331,,1.76,2.7,3.09,3.09
AALF012332,,31.96,29.41,28.06,42.1
AALF012333,,5.41,8.77,9.67,5.97
AALF012334,,0.03,0.16,0,0
AALF012335,,3.09,1.42,0,4.88
AALF012336,,962.93,994.34,1043.37,1128.67
AALF012337,,0,0,0,0
AALF012338,,0,0,0,0
AALF012339,,18.43,6.92,3.66,6.35
AALF012344,,0,0,0,0
AALF012354,,6.64,3.06,3.5,2.8
AALF012355,,0,0,0,0
AALF012356,,0,0,0,0
AALF012359,,18.49,18.08,22.83,23.14
AALF012360,,1.28,0,5.04,0
AALF012361,,0,0,0,0
AALF012362,,6.28,21.3,17.05,27.29
AALF012363,,0,0,0,0
AALF012364,,0,0,0,0
AALF012365,,0.37,0.25,1.09,1.26
AALF012367,,0,0,0,0
AALF012368,,0,0,0.69,0
AALF012370,,0,0,0.45,0
AALF012371,,0,0,0,0
AALF012372,,0,0,0,0
AALF012373,,0.36,3.3,0.47,0
AALF012374,,51.66,12.43,15.46,14.23
AALF012375,,16.68,10.76,2.15,0.87
AALF012376,,30.84,12.3,17.94,12.46
AALF012377,,10.02,5.61,4.54,4.14
AALF012382,,0,0,0.5,0
AALF012383,,0,0,0,0
AALF012386,,0,0,0,0
AALF012388,,0,0,0,0
AALF012389,,4.89,1.94,0.91,0.67
AALF012390,,11.87,9.23,11.29,10.28
AALF012391,,34.68,13.27,9.37,7.53
AALF012392,,12.08,5.27,2.51,2.01
AALF012393,,0,0,0,0
AALF012394,,0,0,0,0
AALF012396,,24.96,20.47,16.9,0
AALF012397,,103.06,33.41,35.31,28.65
AALF012399,,0.96,4.42,1.26,0
AALF012400,,0,5.83,4.59,0
AALF012401,,0.7,0,0.92,1.47
AALF012407,,35.12,1.69,1.86,5.94
AALF012408,,6.31,4.67,3.95,3.08
AALF012409,,0,0,0,0
AALF012410,,9.44,2.37,2.64,1.81
AALF012411,,0,0,0,0.32
AALF012412,,6.33,2.33,2.5,3.34
AALF012413,,0,1.63,0,0
AALF012414,,0,0,0,0
AALF012416,,217.7,160.91,203.87,191.84
AALF012417,,0,0.37,0,0.52
AALF012418,,54.18,18.65,28.54,17.38
AALF012419,,0.95,0.75,0.53,0.14
AALF012423,,1.36,0,0.89,0
AALF012426,,71.37,66.27,54.11,36.16
AALF012440,,0,0.72,2.05,1.11
AALF012441,,0,0,0,0
AALF012442,,128.94,67.26,57.73,70.19
AALF012443,,93.66,105.75,114.68,101.85
AALF012447,,12.07,2.97,3.46,0.5
AALF012449,,28.34,13.36,14.15,12.51
AALF012450,,4.36,0.57,1.64,2.3
AALF012451,,0.55,0,0,0
AALF012452,,0.9,0,4.75,0.95
AALF012453,,48.76,39.68,34.44,30.17
AALF012454,,67.56,41.97,42.12,43.08
AALF012455,,0,0,0,0
AALF012456,,1,6.83,12.88,7.75
AALF012457,,74.23,57.03,61.21,41.05
AALF012458,,42.87,2.11,3.02,0.81
AALF012459,,0,0,0,0
AALF012460,,42.04,7.34,8.11,5.35
AALF012461,,28.99,10,11.59,6
AALF012462,,24.65,38.84,34.92,25.59
AALF012463,,0,0,0,0
AALF012464,,15.8,1.04,2.97,1.59
AALF012465,,1,0.92,0,0
AALF012466,,0,0,0,0
AALF012467,,0.7,0.32,0,0
AALF012468,,122.8,80.69,68.14,87.65
AALF012470,,2.11,6.37,2.78,8.89
AALF012471,,5.94,0.21,1.18,0.35
AALF012473,,74.57,24.93,32.15,16.12
AALF012475,,51.78,19.68,19.27,11.27
AALF012476,,6.94,46.56,59.96,0
AALF012483,,0,0,0,0
AALF012485,,0.78,0.71,2.04,4.09
AALF012486,,225.27,82.64,96.39,95.2
AALF012487,,0,0,0,0
AALF012488,,5.21,2.92,4.03,3.95
AALF012490,,1.7,0.52,0,0
AALF012491,,0,1.57,0,0
AALF012492,,135.19,147.78,120.64,125.05
AALF012493,,17.83,10.94,9.78,17.23
AALF012494,,205.37,193.27,122.02,187.17
AALF012495,mRpL30,190.53,76.61,86.49,81.89
AALF012496,,0,0,0,0
AALF012497,,99.44,60.68,39.86,46.14
AALF012502,,356.24,254.16,235.05,266.05
AALF012503,,0,0,0,0
AALF012504,,7.99,5.03,1.14,3.68
AALF012505,,0,0,0,0
AALF012506,,0,0,0,0
AALF012513,,1.01,0.38,0.33,0.29
AALF012514,,0,0,0,0
AALF012515,,722.37,636.95,691.42,639.02
AALF012516,,157.63,102.06,70.61,93.22
AALF012517,,7.18,9.25,5.67,13.62
AALF012518,,30.92,7.32,6.98,13.04
AALF012519,,3.86,0.59,1.48,0.85
AALF012520,,14.85,11.96,11,13.21
AALF012521,,146.65,104.07,102.38,130.98
AALF012522,,12.28,7.53,6.29,0.24
AALF012523,,0.6,0.35,0.14,0.59
AALF012524,,0,0,0,0
AALF012525,,0,0,3.16,0
AALF012528,,5.48,1.58,1.96,2.19
AALF012529,,0,0,0.82,0.33
AALF012530,,0,0,0,0
AALF012531,,0,0,0,0.77
AALF012532,,0,0,0,0
AALF012533,,0,0,0,0
AALF012534,,89.92,115.14,79.81,109.2
AALF012535,,63.04,75.3,54.76,60.79
AALF012536,,36.41,20.17,8.88,8.17
AALF012537,,0,0,0,0
AALF012538,,0,0,0,0
AALF012539,,0,0,0,0
AALF012540,,0,0,0,0
AALF012542,,1.68,0,0.44,1.06
AALF012543,,29.09,19.86,16.05,15.8
AALF012544,,74.23,45.97,51.47,51.7
AALF012545,,15.99,0.45,6.31,0
AALF012546,,0,0.47,0.34,1.35
AALF012547,,0.71,0.66,0,1.5
AALF012548,,0,1.27,0,0
AALF012549,,47.88,5.02,6.39,5.75
AALF012550,,73,28.57,46.41,38.91
AALF012551,,45.45,18.67,29.8,20.77
AALF012552,,18.14,5.46,5.21,4.87
AALF012553,,14.84,5.17,3.55,3.08
AALF012554,,2.51,3.59,1.47,0.59
AALF012555,,0,0,0,0
AALF012556,,33.88,8.23,24.79,11.9
AALF012557,,144.31,69.61,62.33,48.42
AALF012558,,30.87,13.04,14.49,18.19
AALF012559,,31.62,6.73,14.39,8.9
AALF012560,,0,0,0,0
AALF012561,,0,0.26,0,0
AALF012562,,0,0,0,0
AALF012563,,115.84,41.11,48.49,35.7
AALF012564,,3.15,11.24,8.16,9.39
AALF012565,,15.87,2.53,1.27,1.72
AALF012566,,19.14,5.03,10.08,2.31
AALF012568,,36.18,11.89,11.34,2.72
AALF012569,,113.67,53.86,20.7,42.78
AALF012570,,261.01,144.61,135.11,169.72
AALF012571,,0,1.95,0,2.23
AALF012572,,13.2,2.89,0.83,5.96
AALF012573,,0,0.74,0,0
AALF012574,,11.92,5.31,3.04,1.22
AALF012575,,0,0,0,0
AALF012576,,40.84,13.62,24.91,15.74
AALF012577,,66.72,38.34,40.14,46.42
AALF012578,,2.91,2.36,2.11,0.82
AALF012579,,97.11,107.08,119.09,134.43
AALF012580,,5.81,3.68,0.96,0
AALF012581,,41.15,15.34,18.22,2.99
AALF012582,,12.13,0,3.29,0
AALF012583,,5,2.63,0.94,0
AALF012584,,0,0,0,0
AALF012585,,7.92,0.69,1.99,0
AALF012586,,9.51,3.67,2.02,0.65
AALF012587,,7.44,0.4,0,0
AALF012588,,38.74,54.72,61.13,44.07
AALF012589,,4.24,2.6,2.48,0.99
AALF012590,,93.93,97.17,86.69,90.33
AALF012594,,84.62,11.43,7.73,8.21
AALF012595,,39.64,48.04,55.56,52.58
AALF012596,,52.39,50.3,52.53,47.53
AALF012597,,0,0,0,0
AALF012598,,1.12,0,0.74,2.36
AALF012599,,0,0,0,0
AALF012600,,0,0,0,0
AALF012602,,99.12,60.82,151.15,11
AALF012605,,0,0,0,0
AALF012607,,0,0,0,0
AALF012608,,0,0.83,0,0
AALF012609,,0.38,0,0,0
AALF012610,,33.64,12.31,16.47,1.82
AALF012611,,29.12,7.66,9.31,8.33
AALF012612,,33.82,9.52,6.53,6.36
AALF012613,,0,0,0,0
AALF012614,,0,0,0,0
AALF012615,,0,0,0,0
AALF012616,,48.33,19.92,14.82,17.46
AALF012617,,5.82,3.99,5.65,1.11
AALF012618,,189.32,156.3,190.67,187.81
AALF012619,,0,0,0,0
AALF012620,,91.18,39.3,31.31,3.41
AALF012621,,124.91,87.47,81.61,75.2
AALF012622,,949.63,965.51,1014.88,1003.14
AALF012623,,81.24,21.52,28.71,13.78
AALF012625,,0.32,1.65,0,0.99
AALF012626,,11.93,6.45,7.06,8.26
AALF012627,,29.81,25.7,21.49,18.85
AALF012628,,755.51,778.23,664.91,750.26
AALF012629,,2.01,1.85,0,0
AALF012630,,0,0,0,0
AALF012634,,0.48,0.57,0.63,0.36
AALF012635,,2.43,0,0.59,0.45
AALF012636,,37.57,27.47,31.86,31.47
AALF012637,,16.7,15.37,22,22.01
AALF012638,,0,0,0,0
AALF012639,,42.19,48.94,35.02,58.29
AALF012643,,0,0,0,0
AALF012644,,0,0,0,0.96
AALF012645,,0,0,0,0
AALF012646,,2501.02,628.29,578.11,240.75
AALF012649,,0,0,0,0
AALF012659,,4.01,5.33,5.28,3.29
AALF012670,,0,0,0,1
AALF012671,,0,0,0,0
AALF012672,,0,0,0,0
AALF012673,,0,0,0,0
AALF012674,,0,0,0,0
AALF012675,,0,0,0,0
AALF012676,,0,0,0,0
AALF012677,,0,1.38,0,0
AALF012678,,0,0,0,0
AALF012679,,16.52,3.74,2.68,0.54
AALF012680,,10.57,5.41,6.9,1.45
AALF012681,,12.4,2.01,0.96,1.54
AALF012682,,117.6,42.28,31.46,36.8
AALF012683,,194.46,238.12,287.67,241.71
AALF012684,,0,0,0,0
AALF012685,,73.76,42.43,41.63,23.6
AALF012686,,54.02,33.85,26.54,26.06
AALF012687,,19.2,28.66,32.59,6.07
AALF012688,,30.78,19.25,18.71,15.39
AALF012689,,22.44,10.41,10.68,2.98
AALF012690,,122.25,70.99,89.71,61.81
AALF012691,,522.66,745.96,583.49,632.67
AALF012692,,6.69,8.15,7.04,6.42
AALF012693,,165.58,129.15,128.98,123.44
AALF012694,,9.37,3.8,11.56,5.36
AALF012695,,0,2.51,1.2,0
AALF012696,,0,0,0,1.19
AALF012698,,0,0,0,0
AALF012699,,178.69,139.63,146.53,190.12
AALF012700,,137.81,169.11,156.75,151.86
AALF012701,,392.69,400.04,341.53,363.92
AALF012702,,0,0,0,0
AALF012703,,273.94,465.64,573.89,599.09
AALF012704,,11.19,10.3,11.06,24.58
AALF012705,,0,0,0,1.03
AALF012708,,7.64,7.25,3.24,6.55
AALF012709,,0,0,0,0
AALF012710,,0,0,0,0
AALF012711,,0,0,1.2,0
AALF012712,,0,0,0,0
AALF012716,,0,0.49,0.46,0.54
AALF012717,,0,0.25,0,0
AALF012718,,2.37,0,0.61,0.44
AALF012719,,2.06,0.41,0.56,0.38
AALF012720,,3.88,4.08,0,1.36
AALF012721,,1.16,3.05,0,0
AALF012722,,0,0,0,0
AALF012724,,0,0,0,0
AALF012725,,0,0,0,0
AALF012726,,104.32,13.49,9.88,3.23
AALF012727,,510.38,661.3,694.52,735.43
AALF012728,,4.4,1.57,0.96,0.51
AALF012729,,5.76,0.29,2.11,1.01
AALF012730,,11.31,0,2.79,0
AALF012731,,12.79,6.1,1.87,1
AALF012732,,5.76,5.31,1.42,0
AALF012733,,0.16,0.11,0,0.04
AALF012734,,0,1.34,0,0
AALF012735,,0,0,0,0
AALF012736,,0,0,0,0
AALF012738,,29.19,9.63,7.2,11.52
AALF012739,,0.56,0,0.24,2.93
AALF012740,,0,0,0.23,0
AALF012741,,145.71,36.57,34.89,33.29
AALF012742,,15.92,5.06,0.26,0.83
AALF012743,,436.86,174.58,183.96,171.46
AALF012749,,39.76,90.98,60.85,72.49
AALF012750,,38.68,66.75,63.68,68.81
AALF012752,,3.94,2.87,2.16,1.21
AALF012753,,611.44,439.63,302.15,88.16
AALF012754,,0.54,0.5,0.6,0
AALF012755,,2.68,1.66,3.16,1.37
AALF012756,,0,0,0,0
AALF012757,,0,0,0,0
AALF012760,,1.99,2.75,3.41,2.52
AALF012762,,1.32,2.03,1.76,1.41
AALF012763,,0,0,0,0
AALF012764,,105.05,67.85,85.19,92.84
AALF012765,,1.89,2.54,0,0.58
AALF012766,,32.2,19.18,26.2,15.97
AALF012767,,1.22,8.96,0,0
AALF012768,,88.97,38.08,39.74,37.71
AALF012769,,1.05,3.39,13.59,0.22
AALF012770,,0.61,0.56,2.25,0.77
AALF012771,,1.92,1.5,0.58,1.71
AALF012772,,10.38,0.34,0.96,0.58
AALF012773,,0,0,0.47,1.49
AALF012774,,734.63,811.19,719.25,802.1
AALF012777,,0,0,0,0
AALF012778,,32.46,23.11,29.44,32.28
AALF012779,,183.75,170.33,170.36,204.86
AALF012780,,755.41,1125,1050.38,1137.79
AALF012781,,114.67,104.54,120.47,156.14
AALF012782,,1.09,3.68,1.2,1.91
AALF012783,,37.87,28.16,22.9,24.36
AALF012784,,0,0,0,0
AALF012785,,0,0,0,0
AALF012786,,46.84,5.57,12.59,6.05
AALF012790,,9.49,6.18,6.99,7.81
AALF012791,,0,0,0,0
AALF012792,,0,0,0,0
AALF012793,,4.96,0,1.27,0.47
AALF012794,,4.05,2.28,0,0
AALF012795,,10.98,0.38,2.19,0.87
AALF012796,,14.71,4.37,2.44,0
AALF012797,,200.09,187.4,204.19,209.51
AALF012798,,0,0,0,0
AALF012799,,1.1,4.36,2.4,5.28
AALF012800,,104.53,56.06,53.48,45.18
AALF012801,,337.18,389.94,353.5,369.43
AALF012802,,9.26,4.47,3.46,1.04
AALF012803,,135.65,107.61,100.33,92.1
AALF012804,,140.62,68.51,61.47,61.03
AALF012805,,108.42,110.81,119.55,119.26
AALF012806,,16.62,4.1,5.86,6.26
AALF012807,,7.66,0.81,1.44,0.46
AALF012808,,11.27,10.37,17.82,0
AALF012809,,0,0,0,0
AALF012810,,0,0,0,0
AALF012811,,0.61,6.7,7.19,4.47
AALF012812,,32.03,17.92,25.91,27.87
AALF012813,,95.2,22.22,24.89,25.92
AALF012814,,196.3,47.27,60.12,39.7
AALF012815,,1691.83,2709.87,2393.43,2052.49
AALF012816,,40.92,8.12,12.23,7.73
AALF012817,,0,0,0,0
AALF012818,,0,0,0,0
AALF012819,,0,0,0,0
AALF012823,,0,0,0,0
AALF012826,,302.4,482.33,417.01,543.03
AALF012827,,21.76,8.9,8.49,5.95
AALF012828,,45.23,9.11,13.5,2.98
AALF012830,,4.49,0,0,0.47
AALF012831,,23.72,19.21,29.57,16.67
AALF012832,,0,0,0,0
AALF012833,,15.9,11.38,27.92,24.21
AALF012835,,44.61,6.26,3.98,5.58
AALF012836,,3.5,0.54,1.67,1
AALF012837,,66.38,17.55,17.39,22.81
AALF012838,,9.22,1.7,7.28,3.89
AALF012839,,228.48,152.22,147.43,14.2
AALF012840,,96.25,41.69,30.71,27.56
AALF012841,,0,0,0,0
AALF012842,,7.84,6.41,2.29,3.67
AALF012843,,436.24,136.86,87.46,122.67
AALF012844,,14.1,10.29,10.16,2.01
AALF012846,,46.47,19.85,15.18,12.53
AALF012847,,7.35,0,2.58,2.58
AALF012851,,4.71,0,6.21,0
AALF012853,,0,0,0,0
AALF012854,,42.38,8.64,15.3,6.51
AALF012855,,133.27,101.06,91.55,98.47
AALF012856,,47.09,43.39,41.88,32.66
AALF012857,,88.94,58.14,73.83,50.89
AALF012858,,21.87,4.68,8.04,6.43
AALF012859,,1104.06,965.51,904.91,909.61
AALF012860,,53.53,5.54,9.9,1.9
AALF012861,,0,0,0,0
AALF012862,,0,0,0,0
AALF012865,,0,0,0,0
AALF012871,,3.83,4.86,3.23,2.29
AALF012873,,0,0.66,0,0
AALF012874,,1.16,0.69,1.48,2.36
AALF012875,,34.48,20.88,17.13,8.77
AALF012876,,0.68,0,0,0
AALF012877,,0,0,0,0
AALF012878,,6.44,2.21,0.99,2.37
AALF012879,,0.02,0.15,0.09,0.23
AALF012880,,0,0,0,0
AALF012881,,0,0,0,0
AALF012883,,0,0,0,0
AALF012884,,94.12,21.45,22.98,17.56
AALF012885,,17.64,2.37,1.05,0
AALF012886,,1.21,0.15,0.11,0.09
AALF012887,,3.18,0,1.03,1.03
AALF012888,,3.52,2.28,0.38,1.01
AALF012889,,2.94,0.49,0,2.73
AALF012890,,15.53,3.48,7.46,2.43
AALF012891,,2.14,0.72,0,0.47
AALF012892,,6.35,3.38,0,0.88
AALF012893,,3.2,1.33,1.42,1.33
AALF012894,,5.27,0,0.99,0
AALF012895,,0.93,0,0,0
AALF012896,,0,0.44,0,2.46
AALF012898,,0,0,0,0
AALF012899,,0,4.54,0,0
AALF012900,,0,0,0.8,0
AALF012901,,0,0,0,0
AALF012906,,0,0,0,0
AALF012907,,0,0,0,0
AALF012909,,0,0,0,0
AALF012910,,0,0,0,0
AALF012911,,4.15,8.4,2.73,8.31
AALF012912,,24.93,4.69,2.24,6.77
AALF012913,,58.34,2.5,2.38,5.72
AALF012914,,693.3,778.76,850.05,989.54
AALF012915,,0,0,0.61,0
AALF012916,,0,0,0,0
AALF012918,,0,0,0,0
AALF012919,,0,0,0,0
AALF012920,,0,0,0,0
AALF012921,,0,0,0,0
AALF012922,,0,0,0,0
AALF012923,,0,0,0,0
AALF012924,,0,0,0,0
AALF012925,,0,0,0,0
AALF012926,,0,0,0,0
AALF012927,,0,0,0,0
AALF012928,,0,0,0,0
AALF012929,,0,0,0,0
AALF012930,,0,0,0,0
AALF012931,,0,0,0,0.91
AALF012932,,0,0,0,0
AALF012933,,0,0,0,0
AALF012934,,0,0,0,0
AALF012935,,0,0,0,0
AALF012936,,0,0,0,0
AALF012937,,0,0,0,0
AALF012938,,0,0,0,0
AALF012939,,0,0,0,0
AALF012940,,0,0,0,0
AALF012941,,45.34,19.54,5.31,21.63
AALF012942,,0,0,0,0
AALF012946,,0,0,0,0
AALF012947,,38.9,25.18,23.78,23.69
AALF012948,,0,0,0,0
AALF012949,,0.9,0,0.79,0
AALF012950,,1.46,0,0,0.77
AALF012951,,1.14,0.51,0.48,0.26
AALF012952,,2.27,0.9,3.21,4.25
AALF012953,,5.59,6.86,18.4,6.87
AALF012954,,0,0,0,0
AALF012955,,0,0,0,0.67
AALF012956,,0,0,0,0
AALF012957,,0,0,0,0
AALF012958,,0.39,1.8,2.06,4.11
AALF012959,,14.32,6.85,7.92,3.32
AALF012960,,72.55,38.5,29.99,34.05
AALF012961,,8.88,1.5,3.51,1.56
AALF012962,,31.19,70.66,74.24,84.8
AALF012963,,23.75,9.69,12.44,19.72
AALF012964,,0,0,0,0
AALF012966,,0,0,0,0
AALF012967,,123.92,38.18,48.17,48.34
AALF012968,,18.44,0,2.25,1.8
AALF012969,,142.14,73.39,86.75,76.74
AALF012970,,3.99,2.14,0.44,0
AALF012971,,54.22,43.3,31.76,47.89
AALF012978,,0,0,0,0
AALF012979,,0,0,0,0
AALF012980,,0.48,0,0,0
AALF012981,,648.5,470.21,494.03,112.9
AALF012982,,0,0,0,0.77
AALF012983,,19.65,40.61,23.82,31.1
AALF012984,,0,0,0,2.02
AALF012985,,0,0,0,0
AALF012986,,0,0,0,0
AALF012987,,0,0,0,0
AALF012988,,0,0,0,0.28
AALF012989,,0,0,0,0.28
AALF012990,,0.76,0.65,0.21,0
AALF012992,,0,0,0,0
AALF012993,,0,0,0,0
AALF012994,,0,0,0,0
AALF012995,,0,0,0,0
AALF012996,,0,0,0,0
AALF012997,,54.69,21.14,12.96,5.76
AALF012999,,0,0,0,0
AALF013000,,51.79,17.02,24.01,10.86
AALF013001,,96.62,97.67,82.66,113.16
AALF013002,,48.54,3.04,11.17,4.01
AALF013003,,0,0,0,0
AALF013004,,0,0,0,0
AALF013006,,0,0,0,0
AALF013007,,0.25,0.34,0,0
AALF013008,,21.3,2.45,7.01,0
AALF013009,,39.07,18.21,11.4,5.21
AALF013010,,19.2,6.31,1.81,7.23
AALF013011,,125.65,89.52,84.18,70.93
AALF013012,,0,0,0,0
AALF013013,,0,0.92,0,0
